Queue;StartInterval;EndInterval;Contacts abandoned in 20 seconds;Contacts abandoned in 30 seconds;Contacts abandoned in 45 seconds;Contacts abandoned in 60 seconds;Contacts abandoned in 90 seconds;Contacts abandoned in 180 seconds;Contacts answered in 20 seconds;Contacts answered in 30 seconds;Contacts answered in 45 seconds;Contacts answered in 60 seconds;Contacts answered in 90 seconds;Contacts answered in 180 seconds;Service level 60 seconds;Service level 120 seconds;Agent interaction time;API contacts;API contacts handled;Average agent interaction time;Average customer hold time;Average handle time;Average queue abandon time;Average queue answer time;Callback contacts;Callback contacts handled;Contacts abandoned;Contacts handled incoming;Contacts handled outbound;Contacts put on hold;Contacts queued;Contacts abandoned 40 seconds;Contacts answered 40 seconds
EL Store ES;2026-02-02T11:30:00.000+01:00;2026-02-02T12:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;2346;;;469;149;589;;2;;;;4;1;4;4;;4
EL Store ES;2026-02-02T12:00:00.000+01:00;2026-02-02T12:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;2301;;;328;;329;;2;;;;3;4;;3;;3
EL Store ES;2026-02-02T12:30:00.000+01:00;2026-02-02T13:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;1836;;;262;;263;;2;;;;4;3;;4;;4
EL Store ES;2026-02-02T13:00:00.000+01:00;2026-02-02T13:30:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;4620;;;577;226;606;;2;;;;4;4;1;4;;4
EL Store ES;2026-02-02T13:30:00.000+01:00;2026-02-02T14:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;2952;;;295;;296;;2;;;;4;6;;4;;4
EL Store ES;2026-02-02T14:00:00.000+01:00;2026-02-02T14:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;2043;;;408;152;440;;2;;;;3;2;1;3;;3
EL Store ES;2026-02-02T14:30:00.000+01:00;2026-02-02T15:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;2445;;;271;24;275;;3;;;;2;7;1;2;;2
EL Store ES;2026-02-02T15:00:00.000+01:00;2026-02-02T15:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;2228;;;371;241;452;;3;;;;5;1;2;5;;5
EL Store ES;2026-02-02T15:30:00.000+01:00;2026-02-02T16:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;1998;;;249;162;271;;2;;;;4;4;1;4;;4
EL Store ES;2026-02-02T16:00:00.000+01:00;2026-02-02T16:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1446;;;180;120;226;;2;;;;2;6;3;2;;2
EL Store ES;2026-02-02T16:30:00.000+01:00;2026-02-02T17:00:00.000+01:00;;;;;;;;;;;;;;;1364;;;341;;342;;;;;;;4;;;;
EL Store ES;2026-02-02T17:00:00.000+01:00;2026-02-02T17:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;2023;;;252;2;254;;2;;;;5;3;1;5;;5
EL Store ES;2026-02-02T17:30:00.000+01:00;2026-02-02T18:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1448;;;289;;290;;2;;;;1;4;;1;;1
EL Store ES;2026-02-02T18:00:00.000+01:00;2026-02-02T18:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;803;;;133;;134;;2;;;;2;4;;2;;2
EL Store ES;2026-02-02T18:30:00.000+01:00;2026-02-02T19:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;429;;;214;;215;;1;;;;1;1;;1;;1
EL Store ES;2026-02-02T19:00:00.000+01:00;2026-02-02T19:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;834;;;208;;209;;2;;;;2;2;;2;;2
EL Store ES;2026-02-02T19:30:00.000+01:00;2026-02-02T20:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1297;;;324;151;363;;2;;;;2;2;1;2;;2
EL Store ES;2026-02-02T20:00:00.000+01:00;2026-02-02T20:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1202;;;400;;401;;2;;;;1;2;;1;;1
EL Store ES;2026-02-02T20:30:00.000+01:00;2026-02-02T21:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1177;;;196;158;223;;2;;;;1;5;1;1;;1
EL Store ES;2026-02-02T21:00:00.000+01:00;2026-02-02T21:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;262;;;131;;132;;6;;;;1;1;;1;;1
EL Store ES;2026-02-02T22:00:00.000+01:00;2026-02-02T22:30:00.000+01:00;;;;;;;;;;;;;;;48;;;48;;49;;;;;;;1;;;;
EL Store ES;2026-02-03T09:00:00.000+01:00;2026-02-03T09:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;981;;;490;;491;;2;;;;2;;;2;;2
EL Store ES;2026-02-03T09:30:00.000+01:00;2026-02-03T10:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;434;;;434;;435;;2;;;;1;;;1;;1
EL Store ES;2026-02-03T10:00:00.000+01:00;2026-02-03T10:30:00.000+01:00;;;;;;;7;7;7;7;7;7;100.00%;100.00%;3828;;;348;192;366;;2;;;;7;4;1;7;;7
EL Store ES;2026-02-03T10:30:00.000+01:00;2026-02-03T11:00:00.000+01:00;;;;;;;;;;;;;;;2562;;;427;67;439;;;;;;;6;1;;;
EL Store ES;2026-02-03T11:00:00.000+01:00;2026-02-03T11:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1466;;;162;;163;;4;;;;2;7;;2;;2
EL Store ES;2026-02-03T11:30:00.000+01:00;2026-02-03T12:00:00.000+01:00;;;;;;;2;2;3;3;3;3;100.00%;100.00%;1618;;;231;177;257;;13;;;;3;4;1;3;;3
EL Store ES;2026-02-03T12:00:00.000+01:00;2026-02-03T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;927;;;154;;155;;1;;;;1;5;;1;;1
EL Store ES;2026-02-03T12:30:00.000+01:00;2026-02-03T13:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1643;;;273;;274;;5;;;;2;4;;2;;2
EL Store ES;2026-02-03T13:00:00.000+01:00;2026-02-03T13:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;2525;;;360;205;420;;2;;;;3;4;2;3;;3
EL Store ES;2026-02-03T13:30:00.000+01:00;2026-02-03T14:00:00.000+01:00;;;;;;;;;;;;;;;1014;;;202;;203;;;;;;;5;;;;
EL Store ES;2026-02-03T14:00:00.000+01:00;2026-02-03T14:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;1633;;;163;136;191;;2;;;;5;5;2;5;;5
EL Store ES;2026-02-03T14:30:00.000+01:00;2026-02-03T15:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;2184;;;273;49;280;;2;;;;3;5;1;3;;3
EL Store ES;2026-02-03T15:00:00.000+01:00;2026-02-03T15:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1016;;;254;;255;;7;;;;2;2;;2;;2
EL Store ES;2026-02-03T15:30:00.000+01:00;2026-02-03T16:00:00.000+01:00;;;;;;;2;3;3;3;3;3;100.00%;100.00%;924;;;154;122;175;;10;;;;3;3;1;3;;3
EL Store ES;2026-02-03T16:00:00.000+01:00;2026-02-03T16:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1608;;;229;;230;;4;;;;3;4;;3;;3
EL Store ES;2026-02-03T16:30:00.000+01:00;2026-02-03T17:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1832;;;183;146;242;;3;;;;3;7;4;3;;3
EL Store ES;2026-02-03T17:00:00.000+01:00;2026-02-03T17:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;2344;;;390;166;419;;2;;;;2;4;1;2;;2
EL Store ES;2026-02-03T17:30:00.000+01:00;2026-02-03T18:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1702;;;340;;341;;2;;;;1;4;;1;;1
EL Store ES;2026-02-03T18:00:00.000+01:00;2026-02-03T18:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;989;;;197;;198;;2;;;;3;2;;3;;3
EL Store ES;2026-02-03T18:30:00.000+01:00;2026-02-03T19:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1040;;;260;;261;;4;;;;2;2;;2;;2
EL Store ES;2026-02-03T19:00:00.000+01:00;2026-02-03T19:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;734;;;183;;184;;2;;;;1;3;;1;;1
EL Store ES;2026-02-03T19:30:00.000+01:00;2026-02-03T20:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1539;;;307;;308;;3;;;;3;2;;3;;3
EL Store ES;2026-02-03T20:00:00.000+01:00;2026-02-03T20:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;990;;;495;;496;;3;;;;2;;;2;;2
EL Store ES;2026-02-03T20:30:00.000+01:00;2026-02-03T21:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1125;;;281;265;348;;4;;;;2;2;1;2;;2
EL Store ES;2026-02-03T21:00:00.000+01:00;2026-02-03T21:30:00.000+01:00;;;;;;;;;;;;;;;459;;;459;;460;;;;;;;1;;;;
EL Store ES;2026-02-03T21:30:00.000+01:00;2026-02-03T22:00:00.000+01:00;;;;;;;;;;;;;;;243;;;121;;122;;;;;;;2;;;;
EL Store FR;2026-02-01T15:30:00.000+01:00;2026-02-01T16:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;700;;;700;223;925;;2;;;;1;;1;1;;1
EL Store FR;2026-02-02T10:30:00.000+01:00;2026-02-02T11:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1925;;;1925;392;2318;;1;;;;1;;1;1;;1
EL Store FR;2026-02-02T13:00:00.000+01:00;2026-02-02T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;738;;;738;250;990;;2;;;;1;;1;1;;1
EL Store FR;2026-02-03T13:00:00.000+01:00;2026-02-03T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;299;;;299;204;504;;4;;;;1;;1;1;;1
EL Store FR;2026-02-03T14:30:00.000+01:00;2026-02-03T15:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;304;;;304;;305;;5;;;;1;;;1;;1
EL Store FR;2026-02-03T16:00:00.000+01:00;2026-02-03T16:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1703;;;851;136;920;;2;;;;2;;1;2;;2
EL Store IT;2026-02-01T09:00:00.000+01:00;2026-02-01T09:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1115;;;278;;279;;2;;;;3;1;;3;;3
EL Store IT;2026-02-01T09:30:00.000+01:00;2026-02-01T10:00:00.000+01:00;;;;;;;;;;;;;;;586;;;195;;196;;;;;;;3;;;;
EL Store IT;2026-02-01T10:00:00.000+01:00;2026-02-01T10:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;574;;;143;350;232;;5;;;;2;2;1;2;;2
EL Store IT;2026-02-01T10:30:00.000+01:00;2026-02-01T11:00:00.000+01:00;;;;;;;;;;;;;;;1453;;;132;;133;;;;;;;11;;;;
EL Store IT;2026-02-01T11:00:00.000+01:00;2026-02-01T11:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1623;;;147;232;169;;2;;;;3;8;1;3;;3
EL Store IT;2026-02-01T11:30:00.000+01:00;2026-02-01T12:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;355;;;88;;89;;2;;;;2;2;;2;;2
EL Store IT;2026-02-01T12:00:00.000+01:00;2026-02-01T12:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;387;;;387;;388;;4;;;;1;;;1;;1
EL Store IT;2026-02-01T12:30:00.000+01:00;2026-02-01T13:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;270;;;135;171;221;;3;;;;2;;1;2;;2
EL Store IT;2026-02-01T13:00:00.000+01:00;2026-02-01T13:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1473;;;491;91;522;;4;;;;3;;1;3;;3
EL Store IT;2026-02-01T13:30:00.000+01:00;2026-02-01T14:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;162;;;81;;82;;2;;;;1;1;;1;;1
EL Store IT;2026-02-01T14:00:00.000+01:00;2026-02-01T14:30:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;1685;;;210;407;313;;3;;;;4;4;2;4;;4
EL Store IT;2026-02-01T14:30:00.000+01:00;2026-02-01T15:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;556;;;111;246;161;;2;;;;2;3;1;2;;2
EL Store IT;2026-02-01T15:00:00.000+01:00;2026-02-01T15:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;2870;;;1435;369;1621;;2;;;;1;1;1;1;;1
EL Store IT;2026-02-01T15:30:00.000+01:00;2026-02-01T16:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;2983;;;596;242;694;;2;;;;3;2;2;3;;3
EL Store IT;2026-02-01T16:00:00.000+01:00;2026-02-01T16:30:00.000+01:00;;;;;;;;;;;;;;;1375;;;1375;264;1640;;;;;;;1;1;;;
EL Store IT;2026-02-01T16:30:00.000+01:00;2026-02-01T17:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;2112;;;704;;705;;5;;;;2;1;;2;;2
EL Store IT;2026-02-01T17:00:00.000+01:00;2026-02-01T17:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1515;;;252;246;294;;3;;;;1;5;1;1;;1
EL Store IT;2026-02-01T17:30:00.000+01:00;2026-02-01T18:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;2061;;;515;;516;;2;;;;3;1;;3;;3
EL Store IT;2026-02-01T18:00:00.000+01:00;2026-02-01T18:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;1306;;;326;;327;;3;;;;3;1;;3;;3
EL Store IT;2026-02-01T18:30:00.000+01:00;2026-02-01T19:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;2044;;;408;;409;;2;;;;3;2;;3;;3
EL Store IT;2026-02-01T19:00:00.000+01:00;2026-02-01T19:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;2631;;;526;;527;;2;;;;2;3;;2;;2
EL Store IT;2026-02-01T19:30:00.000+01:00;2026-02-01T20:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1068;;;133;;134;;2;;;;1;7;;1;;1
EL Store IT;2026-02-01T20:00:00.000+01:00;2026-02-01T20:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;782;;;156;160;189;;3;;;;1;4;1;1;;1
EL Store IT;2026-02-01T20:30:00.000+01:00;2026-02-01T21:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1078;;;269;;270;;2;;;;1;3;;1;;1
EL Store IT;2026-02-02T08:30:00.000+01:00;2026-02-02T09:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;35;;;35;;36;;1;;;;1;;;1;;1
EL Store IT;2026-02-02T09:00:00.000+01:00;2026-02-02T09:30:00.000+01:00;;;;;;;4;4;4;5;5;5;100.00%;100.00%;4002;;;667;168;752;;14;;;;5;1;3;5;;4
EL Store IT;2026-02-02T09:30:00.000+01:00;2026-02-02T10:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1887;;;629;;630;;1;;;;2;1;;2;;2
EL Store IT;2026-02-02T10:00:00.000+01:00;2026-02-02T10:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;2785;;;464;98;498;;2;;;;5;1;2;5;;5
EL Store IT;2026-02-02T10:30:00.000+01:00;2026-02-02T11:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;3983;;;265;255;300;;2;;;;4;11;2;4;;4
EL Store IT;2026-02-02T11:00:00.000+01:00;2026-02-02T11:30:00.000+01:00;;;;;;;6;6;6;6;6;6;100.00%;100.00%;3560;;;222;112;258;;1;;;;6;10;5;6;;6
EL Store IT;2026-02-02T11:30:00.000+01:00;2026-02-02T12:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;3843;;;202;52;206;;1;;;;2;17;1;2;;2
EL Store IT;2026-02-02T12:00:00.000+01:00;2026-02-02T12:30:00.000+01:00;2;2;2;2;2;2;7;7;7;7;7;7;100.00%;100.00%;5895;;;280;153;311;0;1;;;2;7;14;4;9;2;7
EL Store IT;2026-02-02T12:30:00.000+01:00;2026-02-02T13:00:00.000+01:00;;;;;;;6;6;6;6;6;6;100.00%;100.00%;6569;;;437;301;539;;2;;;;6;9;5;6;;6
EL Store IT;2026-02-02T13:00:00.000+01:00;2026-02-02T13:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;3632;;;227;123;243;;2;;;;3;13;2;3;;3
EL Store IT;2026-02-02T13:30:00.000+01:00;2026-02-02T14:00:00.000+01:00;;;;;;;10;10;10;10;10;10;100.00%;100.00%;4339;;;361;166;417;;2;;;;10;2;4;10;;10
EL Store IT;2026-02-02T14:00:00.000+01:00;2026-02-02T14:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;1640;;;205;;206;;2;;;;1;7;;1;;1
EL Store IT;2026-02-02T14:30:00.000+01:00;2026-02-02T15:00:00.000+01:00;1;1;1;1;1;1;4;4;4;4;4;4;100.00%;100.00%;4979;;;237;;238;2;2;;;1;4;17;;5;1;4
EL Store IT;2026-02-02T15:00:00.000+01:00;2026-02-02T15:30:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;3665;;;407;60;421;;1;;;;4;5;2;4;;4
EL Store IT;2026-02-02T15:30:00.000+01:00;2026-02-02T16:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;3237;;;294;381;364;;2;;;;4;7;2;4;;4
EL Store IT;2026-02-02T16:00:00.000+01:00;2026-02-02T16:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;2440;;;271;353;389;;1;;;;5;4;3;5;;5
EL Store IT;2026-02-02T16:30:00.000+01:00;2026-02-02T17:00:00.000+01:00;;;;;;;11;11;11;11;11;11;100.00%;100.00%;8679;;;619;215;697;;2;;;;11;3;5;11;;11
EL Store IT;2026-02-02T17:00:00.000+01:00;2026-02-02T17:30:00.000+01:00;;;;;;;6;6;6;6;6;6;100.00%;100.00%;4883;;;542;190;691;;2;;;;6;3;7;6;;6
EL Store IT;2026-02-02T17:30:00.000+01:00;2026-02-02T18:00:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;4439;;;739;453;891;;2;;;;5;1;2;5;;5
EL Store IT;2026-02-02T18:00:00.000+01:00;2026-02-02T18:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;2288;;;326;184;380;;2;;;;3;4;2;3;;3
EL Store IT;2026-02-02T18:30:00.000+01:00;2026-02-02T19:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;1809;;;361;155;425;;2;;;;4;1;2;4;;4
EL Store IT;2026-02-02T19:00:00.000+01:00;2026-02-02T19:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1103;;;367;148;418;;2;;;;2;1;1;2;;2
EL Store IT;2026-02-02T20:00:00.000+01:00;2026-02-02T20:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;814;;;203;;204;;2;;;;2;2;;2;;2
EL Store IT;2026-02-02T20:30:00.000+01:00;2026-02-02T21:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;3060;;;510;;511;;2;;;;1;5;;1;;1
EL Store IT;2026-02-02T21:00:00.000+01:00;2026-02-02T21:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;198;;;198;;199;;2;;;;1;;;1;;1
EL Store IT;2026-02-02T21:30:00.000+01:00;2026-02-02T22:00:00.000+01:00;;;;;;;;;;;;;;;55;;;55;;56;;;;;;;1;;;;
EL Store IT;2026-02-03T08:00:00.000+01:00;2026-02-03T08:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;364;;;364;;365;;2;;;;1;;;1;;1
EL Store IT;2026-02-03T08:30:00.000+01:00;2026-02-03T09:00:00.000+01:00;;;;;;;;;;;;;;;286;;;286;;287;;;;;;;1;;;;
EL Store IT;2026-02-03T09:00:00.000+01:00;2026-02-03T09:30:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;1476;;;210;167;235;;2;;;;4;3;1;4;;4
EL Store IT;2026-02-03T09:30:00.000+01:00;2026-02-03T10:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1677;;;335;;336;;2;;;;2;3;;2;;2
EL Store IT;2026-02-03T10:00:00.000+01:00;2026-02-03T10:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;3468;;;433;186;504;;2;;;;5;3;3;5;;5
EL Store IT;2026-02-03T10:30:00.000+01:00;2026-02-03T11:00:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;4609;;;512;285;544;;2;;;;4;5;1;4;;4
EL Store IT;2026-02-03T11:00:00.000+01:00;2026-02-03T11:30:00.000+01:00;;;;;;;6;6;6;6;6;6;100.00%;100.00%;6625;;;331;162;373;;1;;;;6;14;5;6;;6
EL Store IT;2026-02-03T11:30:00.000+01:00;2026-02-03T12:00:00.000+01:00;;;;;;;10;10;10;10;10;10;100.00%;100.00%;7646;;;509;147;540;;2;;;;10;5;3;10;;10
EL Store IT;2026-02-03T12:00:00.000+01:00;2026-02-03T12:30:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;5176;;;304;39;307;;2;;;;4;13;1;4;;4
EL Store IT;2026-02-03T12:30:00.000+01:00;2026-02-03T13:00:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;4316;;;196;71;203;;2;;;;5;17;2;5;;5
EL Store IT;2026-02-03T13:00:00.000+01:00;2026-02-03T13:30:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;2439;;;221;374;256;;1;;;;3;8;1;3;;3
EL Store IT;2026-02-03T13:30:00.000+01:00;2026-02-03T14:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;3500;;;291;132;314;;2;;;;2;10;2;2;;2
EL Store IT;2026-02-03T14:00:00.000+01:00;2026-02-03T14:30:00.000+01:00;;;;;;;4;4;4;4;4;4;100.00%;100.00%;4642;;;357;;358;;2;;;;4;9;;4;;4
EL Store IT;2026-02-03T14:30:00.000+01:00;2026-02-03T15:00:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;3496;;;218;2;219;;2;;;;5;11;1;5;;5
EL Store IT;2026-02-03T15:00:00.000+01:00;2026-02-03T15:30:00.000+01:00;;;;;;;5;5;5;5;5;5;100.00%;100.00%;5441;;;320;78;330;;2;;;;5;12;2;5;;5
EL Store IT;2026-02-03T15:30:00.000+01:00;2026-02-03T16:00:00.000+01:00;;;;;;;9;9;9;9;9;9;100.00%;100.00%;7431;;;309;151;323;;2;;;;9;15;2;9;;9
EL Store IT;2026-02-03T16:00:00.000+01:00;2026-02-03T16:30:00.000+01:00;;;;;;;2;3;3;3;3;3;100.00%;100.00%;4095;;;315;137;337;;8;;;;3;10;2;3;;3
EL Store IT;2026-02-03T16:30:00.000+01:00;2026-02-03T17:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;4414;;;401;129;425;;2;;;;3;8;2;3;;3
EL Store IT;2026-02-03T17:00:00.000+01:00;2026-02-03T17:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;3204;;;356;;357;;2;;;;2;7;;2;;2
EL Store IT;2026-02-03T17:30:00.000+01:00;2026-02-03T18:00:00.000+01:00;;;;;;;3;3;3;3;3;3;100.00%;100.00%;3199;;;266;176;297;;2;;;;3;9;2;3;;3
EL Store IT;2026-02-03T18:00:00.000+01:00;2026-02-03T18:30:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1223;;;244;;245;;1;;;;2;3;;2;;2
EL Store IT;2026-02-03T18:30:00.000+01:00;2026-02-03T19:00:00.000+01:00;;;;;;;;;;;;;;;1381;;;345;;346;;;;;;;4;;;;
EL Store IT;2026-02-03T19:00:00.000+01:00;2026-02-03T19:30:00.000+01:00;;;;;;;;;;;;;;;1695;;;282;;283;;;;;;;6;;;;
EL Store IT;2026-02-03T19:30:00.000+01:00;2026-02-03T20:00:00.000+01:00;;;;;;;2;2;2;2;2;2;100.00%;100.00%;1562;;;312;;313;;1;;;;2;3;;2;;2
EL Store IT;2026-02-03T20:00:00.000+01:00;2026-02-03T20:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;941;;;188;;189;;2;;;;1;4;;1;;1
EL Store PT;2026-02-01T11:00:00.000+01:00;2026-02-01T11:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;306;;;306;;307;;4;;;;1;;;1;;1
EL Store PT;2026-02-01T12:30:00.000+01:00;2026-02-01T13:00:00.000+01:00;;;;;;;;;;;;;0.00%;0.00%;;;;;;;226;;;;1;;;;1;;
EL Store PT;2026-02-01T13:00:00.000+01:00;2026-02-01T13:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;717;;;717;;718;;1;;;;1;;;1;;1
EL Store PT;2026-02-01T13:30:00.000+01:00;2026-02-01T14:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;590;;;590;;591;;2;;;;1;;;1;;1
EL Store PT;2026-02-01T14:00:00.000+01:00;2026-02-01T14:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;337;;;337;;338;;2;;;;1;;;1;;1
EL Store PT;2026-02-01T15:30:00.000+01:00;2026-02-01T16:00:00.000+01:00;;;;;;;;;;;;;;;486;;;486;;487;;;;;;;1;;;;
EL Store PT;2026-02-01T17:00:00.000+01:00;2026-02-01T17:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;583;;;583;;584;;2;;;;1;;;1;;1
EL Store PT;2026-02-01T17:30:00.000+01:00;2026-02-01T18:00:00.000+01:00;;;;;;;;;;;;;;;162;;;162;;163;;;;;;;1;;;;
EL Store PT;2026-02-01T18:00:00.000+01:00;2026-02-01T18:30:00.000+01:00;;;;;;;;;;;;;;;242;;;242;;243;;;;;;;1;;;;
EL Store PT;2026-02-01T19:00:00.000+01:00;2026-02-01T19:30:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;446;;;223;;224;;2;;;;1;1;;1;;1
EL Store PT;2026-02-01T19:30:00.000+01:00;2026-02-01T20:00:00.000+01:00;;;;;;;1;1;1;1;1;1;100.00%;100.00%;71;;;71;;72;;2;;;;1;;;1;;1
